카테고리,제목,저자,정가,할인가,이미지
[국내도서],"착한 판사, 나쁜 판사",류기인 (지은이) | 펜타클 | 2026년 8월,"18,000","16,200원","['https://image.aladin.co.kr/product/40020/73/SpineShelf/K832130339_d.jpg', 'https://image.aladin.co.kr/product/40020/73/cover200/k832130339_1.jpg']"
[국내도서],해커스 일본어 첫걸음 : 기초 20일 독학 완성!,해커스JLPT연구소 (지은이) | 해커스어학연구소(Hackers) | 2024년 5월,"13,900","12,510원","['https://image.aladin.co.kr/product/27470/88/SpineShelf/S702035423_d.jpg', 'https://image.aladin.co.kr/product/27470/88/cover200/8965424216_3.jpg']"
[국내도서],설국,"8,000원 → 7,200원 (10%할인),  마일리지 400원",8.2,"7,200원","['https://image.aladin.co.kr/product/32/87/SpineShelf/S092934786_d.jpg', 'https://image.aladin.co.kr/product/32/87/cover200/s092934786_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],ETS 토익 단기 공략 850+ (LC + RC),ETS (지은이) | (주)YBM(와이비엠) | 2022년 6월,"19,500","17,550원","['https://image.aladin.co.kr/product/29711/93/SpineShelf/8917237959_d.jpg', 'https://image.aladin.co.kr/product/29711/93/cover200/8917237959_1.jpg']"
[국내도서],영어책 한 권 외워봤니? 뉴 에디션,김민식 (지은이) | 위즈덤하우스 | 2025년 11월,"20,000","18,000원","['https://image.aladin.co.kr/product/37605/22/SpineShelf/K962032835_d.jpg', 'https://image.aladin.co.kr/product/37605/22/cover200/k962032835_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],뿐이 토핑 이유식,"정주희 (지은이), 이수진 (감수) | 서사원 | 2024년 3월","29,800","26,820원","['https://image.aladin.co.kr/product/33511/4/SpineShelf/K742938457_d.jpg', 'https://image.aladin.co.kr/product/33511/4/cover200/k742938457_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],새는 날아가면서 뒤돌아보지 않는다,류시화 (지은이) | 더숲 | 2017년 2월,"14,000","12,600원","['https://image.aladin.co.kr/product/10222/18/SpineShelf/K202536889_d.jpg', 'https://image.aladin.co.kr/product/10222/18/cover200/k202536889_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],책 읽고 싶어서 회사를 그만뒀습니다,"미야케 가호 (지은이), 서영찬 (옮긴이) | 동아시아 | 2026년 7월","18,000","16,200원","['https://image.aladin.co.kr/product/39820/18/SpineShelf/8962627124_d.jpg', 'https://image.aladin.co.kr/product/39820/18/cover200/8962627124_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],윗집 부부,황보름 (지은이) | 클레이하우스 | 2026년 6월,"18,000","16,200원","['https://image.aladin.co.kr/product/39532/5/SpineShelf/K602139634_d.jpg', 'https://image.aladin.co.kr/product/39532/5/cover200/k602139634_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],키르케,"매들린 밀러 (지은이), 이은선 (옮긴이) | 이봄 | 2020년 5월","17,000","15,300원","['https://image.aladin.co.kr/product/24108/65/SpineShelf/K482639535_d.jpg', 'https://image.aladin.co.kr/product/24108/65/cover200/k482639535_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],쇼펜하우어 인생수업 2 : 한 번뿐인 삶 이렇게 살아라,"17,500원 → 15,750원 (10%할인),  마일리지 870원",10.0,"15,750원","['https://image.aladin.co.kr/product/36383/14/SpineShelf/K292039679_d.jpg', 'https://image.aladin.co.kr/product/36383/14/cover200/k292039679_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
[국내도서],JLPT(일본어능력시험) 한권으로 끝내기 N5,"이치우, 이한나 (지은이) | 다락원 | 2026년 5월","28,000","25,200원","['https://image.aladin.co.kr/product/39261/67/SpineShelf/8927713370_d.jpg', 'https://image.aladin.co.kr/product/39261/67/cover200/8927713370_1.jpg', 'https://image.aladin.co.kr/img/search/icon_arrow.jpg']"
